customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
MARTIN-GOLOD PRODUCTS LIMITED,00300322,00002874,00002874,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
MARVIN'S MAGIC LIMITED,00329019,00295645,00295645,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MASSEY-FERGUSON-PERKINS-,NULL,00005693,00005693,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MATHER & PLATT (EXPORTS) LTD,00301805,00004297,00004297,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MATHER & PLATT (EXPORTS) LTD T/A,00301805,00005750,00005750,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MATRIX POLYMERS LIMITED,00321658,00293997,00293997,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MATTHEWS & WILSON LIMITED,00300461,00002922,00002922,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MATTHEY PRINTED PRODUCTS LIMITED,00304415,00002923,00002923,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MAYFAIR PROPERTY HOLDINGS LIMITED,00301216,00002925,00002925,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MBDA UK LIMITED,00311021,00003972,00003972,"BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
X DL LOAN (STANDARD) DONOTUSE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
EXPORTER/OII INVESTOR"
MCBRIDES LIMITED,00302960,00002926,00002926,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MCGRAW-HILL INTERNATIONAL (U.K.) LIMITED,00302328,00002928,00002928,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MCMENON ENGINEERING SERVICES LIMITE D,00322375,00288602,00288602,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MDE MACHINERY LIMITED,00329054,00295712,00295712,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
"MEADE-KING,ROBINSON & COMPANY LIMITED",00301577,00002929,00002929,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MEASAT SATELLITE COMMUNICATION SYSTEMS SDN BHD,00320282,00289142,00289142,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
MECHATHERM INTERNATIONAL LIMITED,00308747,00260559,00260559,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MECHEL MINING OAO,00312873,00222741,00222741,SUPPLIER CREDIT FINANCE GUARANTEE,Ultimate Obligor
MECH-TOOL ENGINEERING LTD,00305895,00000863,00000863,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MECO CONVEYORS LIMITED,00304419,00002634,00002634,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MEDICAL ENGINEERING CONSULTANTS (1982) LIMITED,00308752,00000890,00000890,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MEDICAL PRODUCTS LTD,NULL,00232603,00232603,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
MEDINA PUBLISHING LTD,00317449,00279649,00279649,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MEDIOCREDITO CENTRALE S.P.A.,00307514,00001128,00001128,BUYER CREDIT GUARANTEE,SYNDICATE LENDER
MEDYA HOLDING AS,NULL,00001150,00001150,SUPPLIER CREDIT FINANCE GUARANTEE,Ultimate Obligor
MEESPIERSON N.V.,00306946,00001362,00001362,ASSET BASED GUARANTEE,SYNDICATE LENDER
MEGGER GROUP LIMITED,00322425,00287756,00287756,"EXPORT DEVELOPMENT GUARANTEE
EXPORT DEVELOPMENT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
MEGGER INSTRUMENTS LTD,00302247,00000802,00000802,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MEGHRAJ INVESTMENT SERVICES COMPANY LIMITED,00301069,00003371,00003371,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
MELLITAH OIL & GAS B.V.,NULL,00231134,00231134,"BOND INSURANCE POLICY
BOND INSURANCE POLICY
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MELLON BANK N.A.,00308706,00002224,00002224,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MELTOG LIMITED,00303585,00271161,00271161,"BOND SUPPORT
BOND SUPPORT
EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MELWANIS CO. (LONDON) LIMITED,00301422,00002930,00002930,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MENTHOLATUM COMPANY LIMITED(THE,00302447,00002931,00002931,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MENTMORE LIMITED,00302524,00211568,00211568,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MERAAS HOLDINGS LLC,00314402,00243593,00243593,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MERCK SHARP & DOHME LIMITED,00302304,00002932,00002932,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MERCURY TAIWAN HOLDINGS LIMITED,00320375,00287793,00287793,"PROJECT FINANCING GUARANTEE
PROJECT FINANCING GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
MERIDIEN INTERNATIONAL BANK LIMITED,00314472,00206168,00206168,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MERIDIEN INTERNATIONAL CREDIT CORPORATION LIMITED,00308953,00000388,00000388,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MERIDIEN TRADE CORPORATION LTD,00300505,00000818,00000818,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
METAENTERPRICES LTD,00322247,00286864,00286864,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
METAL ASSEMBLIES LTD,00319714,00283382,00283382,"EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME","FACILITY CUSTOMER
Ultimate Obligor"
METAL TRADING UK LIMITED,00326678,00291955,00291955,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
METAL TRADING UK LIMITED,00329194,00296432,00296432,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
METALGEAR CRYSTAL TECNOLOGIA DE METAIS LTDA,NULL,00230347,00230347,"SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
METALLISATION LIMITED,00313325,00002935,00002935,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
METAZN LIMITED,00327801,00293884,00293884,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MIA SPORTS SOLUTIONS LIMITED,00304946,00292789,00292789,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MICHAEL'S BRIDAL FABRICS LIMITED,00327860,00294272,00294272,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MICHELIN TYRE PUBLIC LIMITED COMPANY,00304123,00004556,00004556,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MICRO NAV LIMITED,00314095,00224854,00224854,"BOND SUPPORT
BOND SUPPORT
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
FACILITY CUSTOMER
Ultimate Obligor"
MIDDLE EAST BANK LIMITED,00306841,00003211,00003211,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MIDDLEMORE LIMITED,00304098,00002937,00002937,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MIDLAND INTERNATIONAL TRADE SERVICES (U.K.) LIMITED,00300169,00002517,00002517,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MILITARY INDUSTRIES BODY TECHNICAL CORPS FOR SPECIAL,NULL,00001104,00001104,LINE OF CREDIT GUARANTEE,FACILITY CUSTOMER
MILLARS WELLPOINT INTERNATIONAL LTD,00302937,00000828,00000828,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
MILRAY INDUSTRIAL LIMITED,00303567,00003327,00003327,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MILTHORP INTERNATIONAL LTD,00312168,00000718,00000718,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
"MIN NATIONAL DEFENCE AND WAR, IRAN",NULL,00002902,00002902,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF CULTURE, SAUDI ARABIA",00327806,00294129,00294129,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF DEFENCE, QATAR",NULL,00241432,00241432,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","FACILITY CUSTOMER
FACILITY CUSTOMER"
"MIN OF DEFENCE,THE ROYAL SAUDI LAND FORCE",00405468,00275478,00275478,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF ECONOMIC AFFAIRS & FINANCE, IRAN",NULL,00001602,00001602,"BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","Ultimate Obligor
Ultimate Obligor"
"MIN OF ECONOMY & FINANCE, BENIN",00319539,00289518,00289518,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF ECONOMY & FINANCES, BENIN",00316916,00281753,00281753,"DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF ECONOMY,FINANCE,GABON",NULL,00224535,00224535,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE & COMMERCE, SEYCHELLES",NULL,00003653,00003653,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE&PLANNING, ST VINCENT & GRENADINES",NULL,00231442,00231442,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, ABU DHABI",NULL,00207165,00207165,SUPPLIER CREDIT FINANCE GUARANTEE,Ultimate Obligor
"MIN OF FINANCE, AZERBAIJAN",NULL,00003745,00003745,ASSET BASED GUARANTEE,FACILITY CUSTOMER
"MIN OF FINANCE, BANGLADESH",NULL,00003583,00003583,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, BARBADOS",NULL,00001455,00001455,"SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, BRAZIL",NULL,00003586,00003586,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, DOMINICA",NULL,00003881,00003881,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, GREECE",NULL,00003805,00003805,ASSET BASED GUARANTEE,Ultimate Obligor
"MIN OF FINANCE, INDIA",NULL,00003612,00003612,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, NIGERIA",NULL,00000661,00000661,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, PAKISTAN",NULL,00003644,00003644,SUPPLIER CREDIT FINANCE GUARANTEE,Ultimate Obligor
"MIN OF FINANCE, ST KITTS AND NEVIS",NULL,00003865,00003865,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
Ultimate Obligor"
"MIN OF FINANCE, THAILAND",NULL,00003673,00003673,BUYER CREDIT GUARANTEE,Ultimate Obligor
"MIN OF FINANCE, TRINIDAD & TOBAGO",NULL,00003674,00003674,"BOND INSURANCE POLICY
BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF FINANCE, VENEZUELA",NULL,00003630,00003630,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MIN OF HEALTH,NULL,00000636,00000636,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
"MIN OF HEAVY INDUSTRIES, IRAQ",NULL,00000648,00000648,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
"MIN OF HOUSING AND CONSTRUCTION, IRAQ",NULL,00000308,00000308,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
"MIN OF INDUSTRY & MILITARY MANUFACTURING, IRAQ",NULL,00000309,00000309,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
"MIN OF NATIONAL DEFENCE, ROMANIA",NULL,00004247,00004247,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
"MIN OF PUBLIC FINANCE, ROMANIA",NULL,00003652,00003652,BUYER CREDIT GUARANTEE,Ultimate Obligor
"MIN OF THE INTERIOR, ROMANIA",NULL,00001510,00001510,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF TRANSPORT AND COMMUNICATIONS, KAZAKHSTAN",NULL,00001354,00001354,"BOND INSURANCE POLICY
BOND INSURANCE POLICY
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"MIN OF WORKS & HOUSING - URBAN DEVELOPMENT, NIGERIA",NULL,00000663,00000663,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
"MIN OF WORKS, BAHRAIN",NULL,00227235,00227235,"BOND INSURANCE POLICY
BOND INSURANCE POLICY
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MINELCO SPECIALITIES LTD,00304679,00002936,00002936,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MINERAL INSULATED CABLE COMPANY LTD,00306370,00255411,00255411,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MINERALES MONCLOVA SA DE CV,NULL,00004166,00004166,SUPPLIER CREDIT FINANCE GUARANTEE,FACILITY CUSTOMER
MINORIES FINANCE LIMITED,00300808,00002938,00002938,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MIRLEES BLACKSTONE,00304111,00221316,00221316,"EXPORT INSURANCE (EXIP)
PARIS CLUB FD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE"
MIRRLEES BLACKSTONE LTD,00304111,00004567,00004567,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MISWA CHEMICALS LIMITED,00306720,00002939,00002939,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MITCHAM LAMINATES LIMITED,00302239,00003204,00003204,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
MITSUBISHI UFJ FINANCIAL GROUP,00308702,00291482,00291482,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
LINE OF CREDIT GUARANTEE","LEAD/AGENT BANK
DL PANEL AGENT BANK
LEAD/AGENT BANK"
MITSUI & CO UK PLC (DUPLICATE ENTRY DO NOT USE),NULL,00004096,00004096,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MITSUI BABCOCK ENERGY SERVICES LTD,00308749,00004139,00004139,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
MIVAN INTERNATIONAL LTD,00308259,00004574,00004574,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MIVAN LIMITED,00328991,00296153,00296153,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MIVAN-MASCON JOINT VENTURE,NULL,00003998,00003998,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
MIZUHO CORPORATE BANK LIMITED,00301418,00000467,00000467,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
OVERSEAS INVESTMENT INSURANCE
PROJECT FINANCING GUARANTEE
PROJECT FINANCING GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
EXPORTER/OII INVESTOR
LEAD/AGENT BANK
SYNDICATE LENDER"
MIZUHO CORPORATE BANK LTD,NULL,00241494,00241494,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
MIZUNO CORPORATION (UK),00307555,00262042,00262042,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
MME LIMITED,00310236,00002942,00002942,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MN/GN MUKHI,NULL,00002296,00002296,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MOBILE TELESYSTEMS,00311976,00002453,00002453,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
MODERN KARTON,00327505,00295414,00295414,EXPORT DEVELOPMENT GUARANTEE,Ultimate Obligor
MODSAF,NULL,00221443,00221443,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
MOGUL TEKSTIL SAN. VE TIC LTD STI,NULL,00259073,00259073,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","Ultimate Obligor
Ultimate Obligor"
MOLINS TOBACCO MACHINERY LIMITED,00308762,00004146,00004146,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MONACO ENGINEERING SOLUTIONS LTD,00322335,00287095,00287095,"BOND SUPPORT
BOND SUPPORT","FACILITY CUSTOMER
Ultimate Obligor"
MONO PUMPS LIMITED,00300348,00002944,00002944,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MONOTYPE CORPORATION PLC.,00302398,00004452,00004452,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MOO FREE LTD,00302797,00296001,00296001,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MOROCCO MAR,00309970,00005640,00005640,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MORRIS & CO (HANDLERS) LTD,00321521,00287461,00287461,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MOTAPRODUCTS AUTOMOTIVE LIMITED,00304602,00002947,00002947,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MOTOROLA LTD,00302941,00003808,00003808,"BUYER CREDIT GUARANTEE
PARIS CLUB FD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE"
MOZAMBIQUE LNG1 FINANCING COMPANY,NULL,00283193,00283193,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
MR COILTECH LIMITED,00323526,00288091,00288091,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
MR P J RUSSELL,NULL,00002227,00002227,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MR R H ADVANI,NULL,00003436,00003436,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MR V K THAPAR,NULL,00002228,00002228,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MRB SCHUMAG LTD,00304684,00003577,00003577,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
UNINSURED AMOUNT
EXPORTER/OII INVESTOR"
MRS MANIHSA KISHIN VASWANI,NULL,00202121,00202121,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MRS P C VASWANI,NULL,00002229,00002229,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MRS RAMCHANDANI,NULL,00002230,00002230,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MSI DEFENCE SYSTEMS LTD,00325530,00210344,00210344,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","EXPORTER/OII INVESTOR
UNINSURED AMOUNT
FACILITY CUSTOMER
Ultimate Obligor"
MSI-TURNED PARTS LIMITED,00303984,00002949,00002949,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
